"county","sample","state","name","exceedances"
"Clark",35,"wi","Grassland Dairy Prod Inc",1
"Clark",23.9,"wi","Granton Waterworks",1
"Dunn",102.5,"wi","Nedland Industries",1
"Eau Claire",72,"wi","Anthony Elementary School",1
"Eau Claire",15.85,"wi","Wildlands School Beaver Creek Reserve",1
"Eau Claire",15.5,"wi","Hi-Crush Augusta",2
"Eau Claire",18,"wi","Hi-Crush Augusta",2
"Jackson",26,"wi","Brockway Sanitary Dist 1",1
"Jackson",62.5,"wi","Badger Mining Taylor Office",1
"La Crosse",22.06,"wi","Xcel Energy French Is Rdf Plant",2
"La Crosse",26.18,"wi","Xcel Energy French Is Rdf Plant",2
"St. Croix",27.5,"wi","Smith Farm Bldg",1
"Forest",28.55,"wi","Nu Roc Community Healthcare",2
"Forest",29,"wi","Nu Roc Community Healthcare",2
"Juneau",51.5,"wi","Pearces Mobile Home Estates",1
"Juneau",18.3,"wi","New Lisbon Waterworks",1
"Lincoln",707,"wi","Pine River School For Young Learners",1
"Marathon",16,"wi","Wausau Waterworks",1
"Marathon",28,"wi","Mosinee Waterworks",1
"Marathon",16.5,"wi","Veritas Steel 1",1
"Marathon",41.5,"wi","Veritas Steel 2",1
"Oneida",26.75,"wi","Lindgren Rf Enclosure Inc",1
"Wood",19,"wi","Rudolph Elementary School",4
"Wood",85,"wi","Rudolph Elementary School",4
"Douglas",63.5,"wi","Maranatha Academy Inc",1
"Douglas",160,"wi","Wisconsin Central Railway",1
"Rusk",19.4,"wi","Youth With A Mission Northwoods",1
"Taylor",16.2,"wi","Medford Countryside Estates",1
"Big Horn",16,"wy","Basin, Town Of",1
"Johnson",37,"wy","Buffalo, City Of",1
"Park",77,"wy","Meeteetse, Town Of",1
"Sublette",35,"wy","Pinedale Municipal Ws",1
"Carbon",23,"wy","Encampment, Town Of",1
"Campbell",25,"wy","Eagle Ridge Mhp, Llc",1
"Lincoln",18,"wy","Alpine, Town Of",1
"Fremont",215,"wy","Dubois Water System, Town Of",1
"Johnson",18,"wy","Kaycee, Town Of",1
"Albany",60,"wy","Wyoming Technical Institute",1
"Lincoln",17,"wy","Williams Field Services-Opal",1
"Campbell",25,"wy","Black Thunder East, Llc Admin",1
"Laramie",27,"wy","Sapp Brothers Truck Stop",1
"Campbell",19,"wy","Recluse School #2",1
"Campbell",23,"wy","Green Valley Estates Imp. Dis.",2
"Campbell",27,"wy","Green Valley Estates Imp. Dis.",2
"Albany",16,"wy","Breazeale'S Mobile Home Park",1
"Laramie",18,"wy","Cimmaron Village",1
"Campbell",17,"wy","Bennor Estates & Improvement District",1
"Campbell",33,"wy","Dry Fork Station",1
"Converse",55,"wy","Sundance Meadows Special Imp Dist (Smsid",1
"Hot Springs",25,"wy","Owl Creek Water District",1
"Sheridan",23,"wy","Vet Adm Medical Center",1
"Teton",170,"wy","Grand Teton Np Jackson Lk Ldge",1
"Sublette",25.6,"wy","Bridger-Teton Nf Big Piney Admin Site",1
"Cleburne, Faulkner, Van Buren",25,"ar","Community Water System",1
"NA",21.5,"ok","Og&E Sooner Station",1
"NA",26.7,"ok","Morrison Public Works Auth.",1
