"county","sample","state","name","exceedances"
"Morris",74,"nj","Black River Middle School",4
"Morris",87,"nj","360 Route 24",2
"Morris",276,"nj","360 Route 24",2
"Morris",16.6,"nj","Chester Woods Professional Park",1
"Morris",23.6,"nj","Jefferson Twp High School",1
"Morris",38.3,"nj","Our Lady Of The Magnific",2
"Morris",61.7,"nj","Our Lady Of The Magnific",2
"Morris",88.7,"nj","Morristown Memorial Hosp",1
"Morris",21,"nj","Wdiftk  Inc",1
"Morris",16.9,"nj","Njdot @ Roxbury Corp Center",1
"Ocean",54.3,"nj","Crystal Lake Health Care",1
"Ocean",17,"nj","Public Works Bldg",2
"Ocean",19,"nj","Public Works Bldg",2
"Ocean",19,"nj","Air Park Emergency Services",1
"Ocean",100.8,"nj","Brick Township Mua",1
"Passaic",16.6,"nj","North Haledon First Presb. Church & Nurs",1
"Passaic",16.4,"nj","Passaic Valley Water Commission",3
"Passaic",20.8,"nj","Passaic Valley Water Commission",3
"Passaic",19.27,"nj","N.J.D.W.S.C. - Wanaque North",3
"Passaic",45.34,"nj","N.J.D.W.S.C. - Wanaque North",3
"Passaic",24,"nj","Reflection Lakes Garden Apartments Inc",1
"Passaic",16.8,"nj","Upper Greenwood Lk Elem School",1
"Passaic",32,"nj","Christain Life-Day Care/Agape",1
"Passaic",21,"nj","Hillcrest Community Ctr",2
"Passaic",24,"nj","Hillcrest Community Ctr",2
"Passaic",36,"nj","Milford Manor",1
"Salem",19.2,"nj","Alloway Twp Elementary School",1
"Salem",32,"nj","Leisure Arms Complex",1
"Salem",17.4,"nj","Harding Woods Mhp",1
"Salem",30,"nj","Bancroft Neuro Health Center",1
"Somerset",28.1,"nj","Somerville Lumber Co",1
"Somerset",61,"nj","Little Gem Academy",1
"Sussex",16.4,"nj","Manor Plaza Condo Association Complex",1
"Sussex",21.7,"nj","Sterling Plaza Office",1
"Sussex",21.4,"nj","Green Apple Academy",1
"Sussex",51.4,"nj","Hopatcong Head Start",1
"Sussex",21.7,"nj","350 Complex Well A",2
"Sussex",35.8,"nj","350 Complex Well A",2
"Sussex",22,"nj","U W V H Dc System",1
"Warren",150,"nj","Ise Farms Inc",1
"Warren",18,"nj","James Alexander Corp",1
"Warren",77,"nj","Washington Shopping Center, Inc",1
"NA",25.9,"nm","Tesuque Camel Rock Casino",1
"NA",21.9,"nm","Ldc Laguna Route 66 Casino",1
"NA",15.9,"nm","Sandia Resort & Casino",1
"NA",18,"nm","Wingate Elementary School (New) - Bia",1
"Bernalillo",28,"nm","Bearcat Homeowners Association",1
"Catron",280,"nm","Datil Elementary School",1
"Rio Arriba",23,"nm","Canjilon Water System",1
"Santa Fe",30,"nm","Santa Fe County West Sector",2
"Santa Fe",37,"nm","Santa Fe County West Sector",2
"Taos",20,"nm","La Lama Mdwca",2
"Taos",130,"nm","La Lama Mdwca",2
"Colfax",23,"nm","Uu Bar",1
"Santa Fe",33,"nm","Santa Fe Girls School",1
"Santa Fe",19,"nm","Agua Fria Water Association",1
"Sierra",26,"nm","Hillsboro Mdwca",1
"Chaves",70,"nm","Roswell Correctional Center",1
"Santa Fe",16,"nm","St. Vincent Regional Medical  Center",3
"Santa Fe",34,"nm","St. Vincent Regional Medical  Center",3
"Socorro",18,"nm","Stallion Range Center",1
"Rio Arriba",160,"nm","Chimayo Elementary School",1
"Allegany",51.65,"ny","Northern Lights Candles",1
"Broome",38.4,"ny","Ridgewood Mhp",1
"Cattaraugus",371,"ny","West Valley Central School",1
"Chautauqua",15.6,"ny","Heritage Village Retirement Campus",4
"Chautauqua",31,"ny","Heritage Village Retirement Campus",4
"Chautauqua",68,"ny","High Acres Mobile Home Park",1
"Chautauqua",28.5,"ny","Maple Grove Jr Sr High School",2
"Chautauqua",87,"ny","Maple Grove Jr Sr High School",2
"Chautauqua",82,"ny","Pomfret North End Water District",1
"Chenango",68.5,"ny","Meads Pond Mobile Home Park",1
"Clinton",18,"ny","Morrisonville Water District",1
"Clinton",26,"ny","Saranac Elementary School",1
"Clinton",200,"ny","Ausable Valley Middle/High School",1
"Clinton",611.5,"ny","Keeseville Country Gardens",2
"Clinton",1400,"ny","Keeseville Country Gardens",2
"Clinton",150,"ny","A N Deringer - Main Office",1
"Columbia",2000,"ny","Valatie Village",1
"Cortland",21,"ny","Appleby Elementary School",2
"Cortland",28,"ny","Appleby Elementary School",2
"Cortland",154.4,"ny","Northeast Transformer Services",1
"Delaware",44,"ny","Roxbury Water District",1
"Delaware",24,"ny","Phoenix House",1
"Dutchess",25,"ny","Haviland Mhp #1- Andrea & Debra Ct.",2
"Dutchess",30,"ny","Haviland Mhp #1- Andrea & Debra Ct.",2
"Dutchess",84.7,"ny","Hopewell Services Inc",1
"Dutchess",780,"ny","Wappingers Falls Village",1
"Dutchess",20.8,"ny","Revere Park (East Fishkill W D#2)",1
"Dutchess",81,"ny","Little Switzerland",1
"Dutchess",20,"ny","Quaker Hill Manor",1
"Dutchess",28,"ny","Beekman Elementary School",1
"Dutchess",715,"ny","Dover Middle/High School",1
"Dutchess",23,"ny","Roosevelt High School",1
"Dutchess",27,"ny","Arlington Central Administration Office",1
"Dutchess",27,"ny","Executive Square",1
"Erie",20,"ny","Springwood Mobile Village",1
"Erie",150,"ny","Wales Elementary School",2
"Erie",920,"ny","Wales Elementary School",2
"Erie",15.5,"ny","Craneridge Water Supply",1
"Erie",17,"ny","Chaffee Landfill",1
"Franklin",34,"ny","Saranac Lake V",1
"Franklin",27,"ny","Adirondack Leadership Expeditions",1
"Genesee",21,"ny","Alabama Water District One",1
"Hamilton",17.5,"ny","Inlet Public School",1
"Herkimer",17,"ny","Holiday Shores Estates",1
"Herkimer",29.5,"ny","Higby Club Water System",1
"Montgomery",41.5,"ny","Driscoll Foods",1
"Oneida",46.5,"ny","Yerkies Mobile Manor",1
"Onondaga",34.15,"ny","Mobile Manor Mobile Home Park",2
"Onondaga",41.5,"ny","Mobile Manor Mobile Home Park",2
"Orange",19.7,"ny","Lamplight Village",1
"Orange",16,"ny","Greenwood Lake Village",1
"Orange",17.3,"ny","Scotchtown Park",3
"Orange",24.2,"ny","Scotchtown Park",3
"Orange",29,"ny","Highlands Water District",1
"Orange",15.85,"ny","Yeshiva Toras Chemed",1
"Orange",20.8,"ny","Linden Homes",1
"Orange",18.9,"ny","U.S.M.A. - Tmp Area ""V"" - Camp Buckner",1
"Orange",17.65,"ny","Sheri Torah Temporary Girls School",1
"Orleans",29.6,"ny","Clarendon Town Wds",2
"Orleans",29.6,"ny","Clarendon Town Wds",2
"Otsego",253,"ny","Springbrook At St. Marys",2
"Otsego",429.5,"ny","Springbrook At St. Marys",2
"Putnam",260,"ny","Fox Run Condominiums",1
"Putnam",146,"ny","Patterson Village Condominiums",1
"Putnam",37.5,"ny","Putnam Nursing & Rehab.Center",1
"Putnam",121,"ny","Brewster Woods Condominium",1
"Putnam",155,"ny","Society Hill Condominiums W.S.",1
"Rensselaer",720,"ny","Hoosick Falls (V) Pws",1
"Rensselaer",24,"ny","Troy City Pws",1
"Rensselaer",17,"ny","Schodack Ceo",1
"St. Lawrence",76,"ny","Boyden Brook Mobil Home Community",1
"St. Lawrence",23.4,"ny","Reynolds Metals Company-Alcoa East",2
"St. Lawrence",25.8,"ny","Reynolds Metals Company-Alcoa East",2
"St. Lawrence",16.5,"ny","Snell Complex",1
"Saratoga",17,"ny","Stillwater Village",4
"Saratoga",72,"ny","Stillwater Village",4
"Saratoga",49.5,"ny","Milton Knolls Mobile Home Park",1
"Saratoga",34,"ny","Burnt Hills-Ballston Lk Wd",1
"Saratoga",21.5,"ny","Creek & Pines Mobile Home Park",1
"Saratoga",63.5,"ny","Terrel Hills Subdivision",1
"Saratoga",19.5,"ny","North Creek Mobile Village",1
"Saratoga",22,"ny","Stillwater Wd #1 (Stillwater Vlg)",4
"Saratoga",530,"ny","Stillwater Wd #1 (Stillwater Vlg)",4
"Saratoga",16.5,"ny","Peebles Island State Park",2
"Saratoga",24,"ny","Peebles Island State Park",2
"Saratoga",41,"ny","Cpwa Route 146A Ballston Wd",2
"Saratoga",53,"ny","Cpwa Route 146A Ballston Wd",2
"Schoharie",319,"ny","Warnerville Water District # 1",1
"Steuben",2300,"ny","Troupsburg Water District",1
"Sullivan",28,"ny","Emerald Green Lake Louise Marie Ws",1
"Sullivan",23.5,"ny","Dillon Farms",1
"Sullivan",18,"ny","Melody Lake Acres",2
"Sullivan",37.4,"ny","Melody Lake Acres",2
"Sullivan",37.5,"ny","Cold Spring Rd - Thompson",1
"Sullivan",28,"ny","Sdtc-The Center For Discovery",1
"Tioga",20.6,"ny","Spencer-Vanetten High School",1
"Ulster",24,"ny","Pine Garden Apartments",1
"Ulster",20,"ny","Woodstock Day School",1
"Ulster",275,"ny","Palmer Center Ugarc",1
"Ulster",41,"ny","Wawarsing Day Hab",1
"Warren",57,"ny","Arcady Bay Estates",1
"Warren",15.5,"ny","Evergreen Homeowners Assoc.",3
"Warren",31,"ny","Evergreen Homeowners Assoc.",3
"Westchester",15.5,"ny","Yeshiva Farm Settlement",2
"Westchester",26.5,"ny","Yeshiva Farm Settlement",2
"Westchester",19,"ny","Bedford Consolidated W.D.",1
"Westchester",17.8,"ny","Pleasantville Water District",1
"Westchester",15.7,"ny","Tarrytown Water Supply",1
"Westchester",27.5,"ny","Lake Katonah Club Inc",1
"Westchester",16,"ny","Barnwell Building",2
"Westchester",20.5,"ny","Barnwell Building",2
"Westchester",16,"ny","Northern Westch Prof. Pk.101",5
"Westchester",68,"ny","Northern Westch Prof. Pk.101",5
"Westchester",22,"ny","Ramleh Water Works Corp. Inc.",2
"Westchester",28,"ny","Ramleh Water Works Corp. Inc.",2
"Westchester",26,"ny","Cross River Place",2
"Westchester",81,"ny","Cross River Place",2
"Wyoming",44,"ny","Warsaw Village",1
"Ashe",35,"nc","Buffalo Meadows S/D",1
"Ashe",32,"nc","Blue Ridge Mnr Ashe Lake Beaver Crk Sec",1
"Buncombe",123,"nc","Kirk Glen S/D",1
"Cherokee",60,"nc","J C Campbell Folk School",1
"Graham",17,"nc","Town Of Fontana Dam",1
"Henderson",29,"nc","Lake Sheila Water System",1
"Henderson",50,"nc","Mountain View Assisted Living",1
"Jackson",19,"nc","High Hampton Inn/Country Club",1
"Jackson",18,"nc","Mountain Meadows Apartments",2
"Jackson",40,"nc","Mountain Meadows Apartments",2
"Jackson",21,"nc","Trillium Links & Village",1
"Jackson",25,"nc","Chestnut Square",2
"Jackson",27,"nc","Chestnut Square",2
"Macon",19,"nc","Cullasaja Club",1
"Mecklenburg",19,"nc","Reedy Creek Mhp",1
"Polk",25.37,"nc","The Brow Condominiums",1
"Swain",17,"nc","Nantahala Village",2
"Swain",42,"nc","Nantahala Village",2
"Transylvania",17,"nc","Toxaway Point",1
"Watauga",23,"nc","Pebble Creek Apartments",1
"Watauga",21,"nc","Dot-Boone Maint Yard",3
"Watauga",100,"nc","Dot-Boone Maint Yard",3
"Caswell",18,"nc","Stoney Creek Elem School",1
"Forsyth",16,"nc","Somerset Mhp",1
"Forsyth",39,"nc","Mcbride`S Mhp",1
"Randolph",22,"nc","Level Cross Christian School",1
"Randolph",17,"nc","Northeastern Randolph Mid Sch",1
"Rockingham",85,"nc","Gideon Grove Tp  No 1",1
"Vance",27.3,"nc","White Rock Mhp",1
"Yadkin",74,"nc","Forbush High School",1
"Chatham",16,"nc","Cedar Lake Condo",5
"Chatham",210,"nc","Cedar Lake Condo",5
"Moore",25,"nc","Whispering Pines Development",5
"Moore",59,"nc","Whispering Pines Development",5
"Sampson",31.65,"nc","Smithfield Packing Co Clinton Plant",1
"Scotland",25,"nc","Wagram, Town Of",1
"Wake",18,"nc","Burnette`S Mhp",1
"Wake",16,"nc","Knightdale Estates Mhp",1
"Wake",17,"nc","Amber Acres",4
"Wake",26,"nc","Amber Acres",4
"Nash",220,"nc","Red Oak Elementary School",1
"Onslow",17.09,"nc","Lauradale S/D",1
"Buncombe",16,"nc","Poplar Acres Mhp",1
"Buncombe",17,"nc","Stone Mountain School Cabins",1
"Henderson",18,"nc","Clear Creek Meadows S/D",2
"Henderson",24,"nc","Clear Creek Meadows S/D",2
"Henderson",18,"nc","Oleta Falls S/D",1
"Henderson",16,"nc","Jeter Mountain Mhp",1
"Jackson",18,"nc","Dillsboro Water & Sewer Inc",1
"Jackson",25,"nc","Summit Charter School",1
"Macon",16,"nc","Highgate S/D",1
"Rowan",23.4,"nc","Carolina Stalite Co",2
"Rowan",41,"nc","Carolina Stalite Co",2
"Guilford",17.1,"nc","Gunter`S Crossing",1
"Watauga",21,"nc","Appalcart Transit Facility",1
"Nash",45.8,"nc","Freedom Industries",2
"Nash",240,"nc","Freedom Industries",2
"Orange",16.4,"nc","Our Playhouse Preschool",2
"Orange",20,"nc","Our Playhouse Preschool",2
"Wake",16.6,"nc","Old Milburnie Crossing S/D",1
"Cumberland",46.9179,"nc","South Point Sd",1
"Craven",19,"nc","Mcas Nbc School",2
"Craven",23,"nc","Mcas Nbc School",2
"Pasquotank",25,"nc","Pasquotank Co Ro Water System",5
"Pasquotank",168,"nc","Pasquotank Co Ro Water System",5
"New Hanover",19.05,"nc","Specialty Engraving",1
"Pender",17.13,"nc","Hampstead Pines",1
"Divide",15.8,"nd","Noonan City Of",1
"Dunn",16,"nd","Killdeer Lodge",1
"McKenzie",101,"nd","Ridgeview Park",1
"McKenzie",31.9,"nd","Virtucon Properties-Phase 2",1
"McKenzie",18.2,"nd","Fertile Fields",1
"Ransom",24.1,"nd","Lisbon City Of",1
"Walsh",18.4,"nd","Fordville Public School",1
"Ward",16.3,"nd","Makoti City Of",1
"Auglaize",24.8,"oh","New Bremen Village",1
"Columbiana",20.1,"oh","Premier Park Estates Llc",1
"Columbiana",18,"oh","Buckeye Transfer Inc",1
"Columbiana",16.1,"oh","Columbiana County-County Home Rd Pws",1
"Coshocton",25,"oh","Millers Acres Home Owner Association",1
"Darke",16.9,"oh","Northtowne Communities Llc",1
"Franklin",20.5,"oh","Darbydale Elementary School",1
"Franklin",141,"oh","Buckeye Landscape Pws",1
"Geauga",17,"oh","Gurney Elementary School",1
"Geauga",17,"oh","Bainbridge Center Bldg.",1
"Geauga",27,"oh","Aco Polymer Products",3
"Geauga",34,"oh","Aco Polymer Products",3
"Geauga",39,"oh","Peace Lutheran Church & Preschool Pws",1
"Hancock",19,"oh","Mt Blanchard Village",1
"Hancock",19,"oh","Village Of Vanlue",1
"Henry",20,"oh","The Ridge Project Mcclure",2
"Henry",56,"oh","The Ridge Project Mcclure",2
"Highland",25.3,"oh","Leesburg Village",2
"Highland",28.9,"oh","Leesburg Village",2
"Hocking",85,"oh","Skyline Trailer Court",1
"Jefferson",162,"oh","Apostolate For Family Consecration",1
"Knox",33.9,"oh","Grandview Mhp A Pws",1
"Lake",19,"oh","Holden Arboretum",1
"Licking",27.5,"oh","Gratiot Improvement Association",1
"Mahoning",21,"oh","Sebring Village Pws",2
"Mahoning",24,"oh","Sebring Village Pws",2
"Mahoning",40.6,"oh","Linde Hydraulics, Corp.",1
"Mahoning",17.4,"oh","South Range Local Schools K-12 Pws",1
"Medina",18.7,"oh","Echo Lake Community Association",1
"Mercer",53.3,"oh","Grand Lake Estates",1
"Mercer",18.2,"oh","Rockford Village Pws",1
"Miami",16.4,"oh","Robinson Warehouse",1
"Morgan",17.2,"oh","West Malta Rural Water Pws",1
"Morgan",92,"oh","Aep-Muskingum River U1-4",1
"Putnam",18,"oh","Columbus Grove Village",2
"Putnam",21,"oh","Columbus Grove Village",2
"Richland",21.6,"oh","Hillside Mhp",1
"Richland",20,"oh","Aqua Ohio - Mansfield System 8",1
"Stark",25,"oh","Marlington Middle School",1
"Summit",25.1,"oh","Kriegers Market Pws",1
"Summit",30.8,"oh","Lorantffy Care Center",1
"Summit",17.3,"oh","Pebble Creek Convalescent Center",2
"Summit",25.8,"oh","Pebble Creek Convalescent Center",2
"Summit",17.7,"oh","Wendys-Canton Road Pws",2
"Summit",22.2,"oh","Wendys-Canton Road Pws",2
"Summit",18.1,"oh","Manchester Umc / Here For You Child Dev",2
"Summit",22.8,"oh","Manchester Umc / Here For You Child Dev",2
"Summit",19.2,"oh","Schrop Junior High School",1
"Summit",34,"oh","Oig Limited Pws",1
"Trumbull",48,"oh","Concord Care Ctr-Hartford",1
"Trumbull",29,"oh","Trumbull County - Braceville Twp Pws",1
"Trumbull",16.5,"oh","Wheatley Apartment Building",1
"Van Wert",16.3,"oh","Lincolnview Bible Board",1
"Washington",25.3,"oh","Putnam Community Water Association Pws",1
"Washington",19.1,"oh","Waterford Water/Sewer Association",1
"Wayne",26,"oh","Tricor Metals",1
"Wayne",17,"oh","Ohio Farms Packing Co. Pws",2
"Wayne",24,"oh","Ohio Farms Packing Co. Pws",2
"Wood",21,"oh","Northwestern W And Sd-Fostoria North",1
"Wood",20.4,"oh","Northwestern W And Sd -Toledo Svce Area",1
"McCurtain",18.42,"ok","Mccurtain Co Rwd #8 (Mt. Fork Water)",2
"McCurtain",31.2,"ok","Mccurtain Co Rwd #8 (Mt. Fork Water)",2
"Pottawatomie",15.6,"ok","Shawnee Municipal Authority",1
"Hughes",27.5,"ok","Dustin Pws",2
"Hughes",28.3,"ok","Dustin Pws",2
"Pittsburg",43.2,"ok","Pittsburg",1
"Pittsburg",15.5,"ok","Pittsburg Co Rwd # 4 (Canadian)",1
"Mayes",21.4,"ok","Okla Ordnance Works Authority",1
"Cherokee",17.5,"ok","Lred (Woodhaven)",1
"Adair",15.5,"ok","Skelly School",4
"Adair",27,"ok","Skelly School",4
"Alfalfa",63.5,"ok","Cherokee",1
"Alfalfa",17,"ok","Helena",1
"Beaver",49.7,"ok","Beaver Co Rwd #2 (Gate)",1
"Beaver",32.7,"ok","Seaboard Foods Beaver Co #47",1
"Carter",26.6,"ok","Mary Jackson Tp",1
"Cleveland",40,"ok","Moore",1
"Cleveland",46.6,"ok","Noble Estates Mhp",1
"Comanche",34,"ok","Indiahoma",1
"Grant",16.3,"ok","Medford",1
"Harper",31.1,"ok","Buffalo",1
"Kay",186,"ok","Kaw City Water Authority",1
"Kingfisher",25.3,"ok","Loyal",1
"Marshall",16.2,"ok","Oakview Water Corp",1
"Marshall",16,"ok","Texoma Hills",1
"Canadian",15.8,"ok","Northwest Expressway Mhp",1
"Coal",31.8,"ok","Tupelo Pwa",1
"Garfield",39.4,"ok","Douglas",2
"Garfield",378,"ok","Douglas",2
"Latimer",18.5,"ok","Latimer Co Rwd #2",7
"Latimer",43.3,"ok","Latimer Co Rwd #2",7
"Latimer",97.4,"ok","Oklahoma Veterans Center",1
"McIntosh",18.6,"ok","Cannon Mhp",1
"Oklahoma",24.5,"ok","Shady Oaks Mhp Oklahoma County",1
"Okmulgee",22.1,"ok","Morris",2
"Okmulgee",26.1,"ok","Morris",2
"Okmulgee",40.2,"ok","Mission Lane Mhp",1
"Okmulgee",73,"ok","Osu Institute Of Technology",1
"Pushmataha",16.5,"ok","Clayton Public Works Authority",2
"Pushmataha",29.1,"ok","Clayton Public Works Authority",2
"Seminole",74,"ok","Seminole Co Rw&Swmd #3",1
"Stephens",16.5,"ok","Halliburton",1
"Woods",182,"ok","Charles E. Johnson Correctional Center",2
"Woods",279,"ok","Charles E. Johnson Correctional Center",2
"Grady",34.4,"ok","Verden",1
"Grady",30.2,"ok","Bridge Creek High School",1
"Oklahoma",595,"ok","Timberland Mhc",2
"Oklahoma",1190,"ok","Timberland Mhc",2
"Linn",33,"or","Periwinkle Mobile Home Park",1
"Clatsop",35,"or","Fernhill Community Wtr System",1
"Douglas",22.4,"or","Drain, City Of",1
"Multnomah",15.9,"or","Gresham Pwo-Water Section",1
"Multnomah",15.9,"or","Pleasant Home Water District",1
"Linn",16.9,"or","Harrisburg, City Of",1
"Clackamas",15.9,"or","Lake Grove Water District",1
"Umatilla",99,"or","Locust Mobile Village",1
"Benton",17.3,"or","Monroe, City Of",1
"Lincoln",17.5,"or","Westwood Village",1
"Clackamas",17,"or","Clackamas River Water - Clairmont",1
"Tillamook",26,"or","Pacific City Joint Water - San Auth",1
"Tillamook",25,"or","Tierra Del Mar Water Co",1
"Multnomah",15.9,"or","Burlington Water District",1
"Multnomah",15.9,"or","Palatine Hill Water District",1
"Multnomah",15.9,"or","Portland Water Bureau",1
"Washington",15.9,"or","West Slope Water District",1
"Multnomah",15.9,"or","Valley View Water District",1
"Multnomah",15.9,"or","Lorna Portland Water Llc",1
"Washington",15.9,"or","Tualatin Valley Water District",1
"Washington",15.9,"or","Raleigh Water District",1
"Multnomah",15.9,"or","Rockwood Pud",1
"Clackamas",15.9,"or","Skyview Acres Water Co-Op",1
"Washington",15.9,"or","Tigard, City Of",1
"Washington",15.9,"or","Tualatin, City Of",1
"Douglas",18,"or","Usfs Tiller Ranger Station",1
"Tillamook",23,"or","Watseco-Barview Water District",1
"Lincoln",16.1,"or","Lower Siletz Water System",1
"Lane",20,"or","Row River Valley Water Dist",3
"Lane",27.2,"or","Row River Valley Water Dist",3
"Washington",16,"or","Cold Springs Water Co",1
"Clackamas",16,"or","Molalla River Sd - Rural Dell Elem",2
"Clackamas",48,"or","Molalla River Sd - Rural Dell Elem",2
"Jackson",20.23,"or","Rogue River Campground",1
"Linn",85,"or","Kidco Head Start-Sunnyside",3
"Linn",158,"or","Kidco Head Start-Sunnyside",3
"Lane",27.4,"or","Pisgah Public Market",1
"Lincoln",19.1,"or","Eddyville Charter School",3
"Lincoln",31.4,"or","Eddyville Charter School",3
"Lincoln",110,"or","Salmon River Rv Park",1
"Douglas",18,"or","Diamond Lake Lodge/Resort",1
"Benton",26.2,"or","Fairplay Elementary Sd 509J",5
"Benton",95,"or","Fairplay Elementary Sd 509J",5
"Malheur",15.9,"or","Willowcreek Elem Sd #84",3
"Malheur",30.6,"or","Willowcreek Elem Sd #84",3
"Marion",25.7,"or","Valley Inquiry Charter School",1
"Clackamas",37.2,"or","West Linn/Wilsonville",1
"Linn",19.5,"or","Lebanon Union High-Land Lab",1
"Linn",19,"or","Wayne Buck Water System",1
"Lane",27,"or","Emerald Christian Academy",1
"Columbia",21,"or","Scappoose Adventist School",1
"Multnomah",17,"or","Hall Of Fame Test System",1
"Bucks",29.7,"pa","Delaware Valley College",1
"Bucks",20.7,"pa","Doylestown Hosp T/A Pine Run",1
"Bucks",61.6,"pa","Grandview Hospital",3
"Bucks",230.33,"pa","Grandview Hospital",3
"Bucks",17,"pa","Bedminster Elem School",1
"Bucks",33,"pa","John Grasse Elementary School",1
"Bucks",165.5,"pa","Durham Nock Elem School",1
"Bucks",55.5,"pa","Quakertown Christian School",2
"Bucks",215.05,"pa","Quakertown Christian School",2
"Chester",44.6,"pa","Taylors Mobile Home Park",1
"Chester",20,"pa","Maplewood Mobile Home Park",2
"Chester",45,"pa","Maplewood Mobile Home Park",2
"Chester",23,"pa","Lazy Acres Mobile Home Park",1
"Chester",44.2,"pa","Echo Valley Mhp",1
"Chester",21,"pa","Cochranville Mhp",1
"Chester",29,"pa","Spring Run Estates Wtp",1
"Chester",17.5,"pa","Montessori School",1
"Chester",80,"pa","Curiosity Corner Day Care Ctr",1
"Chester",17,"pa","Wagontown Country Day School",1
"Chester",20,"pa","Pikeland Village Square",3
"Chester",39,"pa","Pikeland Village Square",3
"Chester",17.5,"pa","Creative Kids Of Downingtown",1
"Chester",22,"pa","Sandy Hill Preschool",1
"Chester",18.5,"pa","East Fallowfield Elem School",1
"Chester",120,"pa","Chadds Ford Elementary School",1
"Delaware",271,"pa","Brinton Manor",1
"Montgomery",49,"pa","St Pauls Luth Ch",1
"Montgomery",21,"pa","Exelon Nuclear Power Plant",1
"Bradford",18.8,"pa","Wysox Twp Municipal Authority",1
"Bradford",20.8,"pa","Ulster Municipal Authority",1
"Bradford",31.08,"pa","Animal Care Sanctuary",2
"Bradford",35.9,"pa","Animal Care Sanctuary",2
"Bradford",22.55,"pa","Cummings Lumber Company Inc",1
"Bradford",27,"pa","Sru Middle School",1
"Bradford",16.45,"pa","Bradford Tioga Head Start",2
"Bradford",30.45,"pa","Bradford Tioga Head Start",2
"Bradford",87.5,"pa","Oak Hill Veneer",1
"Lackawanna",16,"pa","St Marys Villa Nursing Home",1
"Lackawanna",64.9,"pa","Scott Technology Park",1
"Monroe",27.5,"pa","Barton Court",2
"Monroe",29,"pa","Barton Court",2
"Monroe",88.95,"pa","White Rock Mobile Home Park",1
"Monroe",24,"pa","Hillcrest Retirement Community",1
"Monroe",16.3,"pa","Dwgnra Headquarters",1
"Monroe",41,"pa","Liberty Mall",1
"Monroe",16,"pa","Pennsylvania 940 Station",1
"Monroe",46,"pa","Lakewood Retreat",1
"Monroe",20,"pa","Blakeslee Plaza",1
"Wayne",31,"pa","Aqua Pa Gouldsboro",1
"Wayne",21,"pa","Saber Health Care Group",1
"Wayne",22,"pa","Preston Elementary School",1
"Wayne",18,"pa","Loveshaw Incorporated",1
"Wyoming",83,"pa","Keystone College",1
"Berks",152,"pa","Lazy K Campground",1
"Berks",26,"pa","Materion Brush Inc",2
"Berks",36,"pa","Materion Brush Inc",2
"Berks",28,"pa","Blue Mtn Coop Tilden Ind Park",1
"Berks",76.5,"pa","Mountain View Apartments",1
"Berks",105,"pa","Zwicky Recycling",1
"Carbon",23.35,"pa","Springdale Gardens",1
"Carbon",27,"pa","Youth Forestry Camp #2",1
"Lehigh",26.4,"pa","Mount Trexler Manor",2
"Lehigh",46.05,"pa","Mount Trexler Manor",2
"Northampton",19,"pa","Hickory Hills Mhc",1
"Schuylkill",32.9,"pa","Mountain Water Authority",1
"Schuylkill",40.8,"pa","Deer Lake Citizens Assoc",2
"Schuylkill",57.4,"pa","Deer Lake Citizens Assoc",2
"Schuylkill",32.5,"pa","Pine Terrace Mobile Home Park",2
"Schuylkill",168,"pa","Pine Terrace Mobile Home Park",2
"Schuylkill",15.5,"pa","Northeastern Power Company",1
"Schuylkill",18,"pa","John B Rich Mem Power Station",1
"Schuylkill",16.2,"pa","Fabcon East Corporation Llc",1
"Schuylkill",38.25,"pa","Corsicana Bedding Inc",1
"Bedford",23.2,"pa","Osterburg Water Co",1
"Bedford",42.9,"pa","Snake Spring Township Ma",1
"Blair",15.96,"pa","A P Green Refractories",1
"Cambria",15.6,"pa","Barr Area Municipal Authority",1
"Centre",24,"pa","Monument Water Assoc",1
"Juniata",16.45,"pa","Locust Grove Retirement Home",2
"Juniata",100,"pa","Locust Grove Retirement Home",2
"Lycoming",21.9,"pa","Bimbo Bakeries Usa Inc",1
"Montour",18.75,"pa","Us Gypsum Company",3
"Montour",81.63,"pa","Us Gypsum Company",3
"Somerset",48.2,"pa","North Star East Mid Sch",1
"Union",15.8,"pa","Hillside Christian Academy",2
"Union",21,"pa","Hillside Christian Academy",2
"Armstrong",18.4,"pa","Buffalo Twp Mun Auth Freeport",1
"Butler",26,"pa","Beacon Lite Mobile Estates",1
"Butler",15.7,"pa","Bernies Mobile Home Park",1
"Butler",17,"pa","Evans City Borough",1
"Butler",28,"pa","Marion Twp Wtp",1
"Butler",16,"pa","Summit Academy",2
"Butler",90,"pa","Summit Academy",2
"Butler",31.7,"pa","Iron Mountain",1
"Butler",37,"pa","Calvary Baptist School",1
"Butler",21.8,"pa","Holy Sepulcher School",1
"Butler",29,"pa","Rowan Towers",1
"Butler",23,"pa","Adams Mfg Corp",1
"Indiana",24,"pa","Marion Center High Sch",1
"Clarion",1273,"pa","Paint Township Mun Water Auth",1
"Crawford",16,"pa","Mitchell Lake Mobile Home Park",1
"Crawford",15.6,"pa","Highpoint Majr Development",1
"Crawford",16.5,"pa","Us Bronze Foundry And Machine",1
"Crawford",23.3,"pa","Moody Buildings 1 And 2",1
"Crawford",17,"pa","Pittsburgh Glass Works",1
"Crawford",39,"pa","Spartansburg Elementary School",1
