"county","population","educational_attainment","poverty_rate","pct_adults_not_working","housing_vacancy_rate","median_income_ratio","employment_change_pct","business_change_pct","distress_score","population_in_distress_count","pct_pop_in_distress","distress_rank"
"Beaver County, OK",5580,17,9,39,20,113,18.8,-5.1,37,0,0,1972
"Marshall County, MN",9450,11,8,37,9,88,-0.8,-6.5,37.9,0,0,1942
"Armstrong County, PA",68340,11,13,46,8,85,8.8,5.2,22.8,120,0,2414
"Clinton County, PA",39610,13,17,46,6,84,2.9,3.1,36.7,2140,5,1981
"Jasper County, IN",33440,12,8,42,8,115,0,0.4,20.4,50,0,2490
"Dougherty County, GA",93890,20,32,54,12,64,2.9,-4.8,91.5,75970,81,268
"Pulaski County, KY",63510,20,26,50,9,77,-0.3,1.1,73.9,35570,56,817
"Penobscot County, ME",153630,9,17,43,7,91,-0.4,-2.1,39.7,5520,4,1888
"Natchitoches Parish, LA",39360,19,27,50,17,75,3.9,-0.8,82.8,34130,87,538
"Randolph County, MO",25210,15,19,51,16,82,-6.1,-4.3,86.3,19180,76,431
"Bryan County, OK",43600,16,18,46,11,84,3.9,0.9,53.7,7920,18,1451
"Washington County, NY",62910,12,13,45,8,88,6.8,-1.6,32.5,0,0,2110
"Camas County, ID",1160,16,18,45,15,87,-6.9,-6.9,81.4,1030,89,583
"Wasatch County, UT",25550,10,8,36,7,110,19,11.2,1.7,0,0,3076
"Washington County, MN",244100,4,6,32,3,137,10.7,3.8,0.4,0,0,3118
"Woodruff County, AR",7090,30,26,56,16,66,-3.8,0,94.8,6530,92,164
"Taylor County, GA",8510,25,27,56,20,61,-17.3,-4.8,99.4,7620,90,20
"Cobb County, GA",708920,9,13,35,8,131,0.4,1.1,12.6,35690,5,2736
"Pueblo County, CO",160760,12,19,49,9,71,-0.2,-3.8,71,72100,45,909
"Jefferson County, IN",32450,15,15,46,9,93,2.8,-4.1,50.8,880,3,1540
"Starke County, IN",23220,18,18,49,7,83,-4,-9.3,75.4,0,0,771
"Clay County, MN",60250,6,13,32,6,91,4.9,-2.2,13.5,0,0,2706
"McPherson County, KS",29310,11,8,35,8,107,0,0,14.3,0,0,2680
"Minidoka County, ID",20190,24,16,40,6,93,-1.5,-3.1,51.4,0,0,1523
"McCurtain County, OK",33160,19,25,52,12,71,7.4,1.4,73.4,20890,63,834
"Meigs County, OH",23560,18,23,55,12,74,-1.3,-5.1,91.1,14050,60,279
"Hale County, AL",15390,21,28,57,12,71,-7.7,1.6,89.8,10710,70,321
"Wood County, TX",42430,16,15,55,12,84,9.1,1.9,52.5,11510,27,1486
"Chicot County, AR",11490,23,32,59,8,68,-5.1,-1.3,89.6,6220,54,326
"Independence County, AR",36860,18,23,47,9,88,-5.6,-3.1,75.8,4580,12,759
"Starr County, TX",62040,53,39,53,12,49,21.7,10.3,74.6,18160,29,795
"Jefferson County, WV",54650,12,12,39,7,159,37.8,-4.1,12.5,0,0,2738
"Carroll County, VA",29880,22,19,49,14,52,-1.1,-1.9,87.4,25070,84,394
"Pend Oreille County, WA",12970,10,22,61,10,67,1.1,-6.9,81.7,10500,81,573
"Screven County, GA",14280,19,25,53,15,69,-5.5,-7.8,96.9,12210,86,98
"Franklin County, NY",51510,15,20,53,7,80,-3.4,-5.4,76.4,21000,41,740
"Livingston County, NY",64870,11,15,43,7,89,3.6,0,29.9,3050,5,2191
"Jim Wells County, TX",41350,28,21,45,13,81,20.1,8.9,56.2,4400,11,1371
"Dewey County, SD",5510,18,32,50,14,67,-22.1,-19.2,97.7,0,0,72
"Sanborn County, SD",2340,10,13,36,6,98,-14.6,-14.3,38.1,0,0,1936
"Wayne County, WV",41740,22,20,56,12,90,-4.9,-7.7,89.2,29340,70,339
"Buchanan County, VA",23680,31,24,64,17,46,2.4,-2.9,96,20990,89,127
"Mendocino County, CA",87610,14,20,48,8,70,1.3,-2.3,67.7,7740,9,1010
"St. Bernard Parish, LA",41110,18,17,46,14,99,13.7,5.6,39,4410,11,1908
"St. Mary Parish, LA",53780,26,22,49,10,93,-9.5,-6.1,85.7,39560,74,449
"Darlington County, SC",68160,20,25,52,11,79,1.1,-2.6,83.2,27450,40,528
"Richland County, SC",393710,10,17,43,11,108,-2.4,-4.5,50.9,88470,23,1536
"Yamhill County, OR",100490,13,17,45,8,107,-6.6,1.3,39.9,0,0,1880
"Socorro County, NM",17610,22,25,58,16,75,4.6,-8.1,93.7,13890,79,197
"St. John the Baptist Parish, LA",44570,19,18,43,12,113,-1.3,-2.6,57.6,2520,6,1327
"Maury County, TN",82730,14,16,42,9,104,7.3,1.2,25,0,0,2347
"Llano County, TX",19270,13,15,54,10,86,3.6,1.6,47.9,6000,31,1630
"Fauquier County, VA",66730,9,6,35,8,142,5.3,1.3,4.6,0,0,2985
"McLennan County, TX",239720,17,22,43,10,81,1.7,2.1,55.7,76800,32,1387
"Kittitas County, WA",41710,9,22,45,7,75,1.6,0.9,46.1,1080,3,1687
"Mineral County, WV",27910,14,19,54,12,74,-3.6,-4.3,85.2,13940,50,463
"Mingo County, WV",26230,28,23,61,13,83,-3.4,-8.9,95.9,22700,87,130
"Wyoming County, WV",23200,26,21,65,14,83,-6.4,-13.3,97.1,12030,52,91
"Bibb County, AL",22650,22,17,57,21,87,7.5,-6.1,82,11560,51,566
"Covington County, AL",37880,20,20,52,15,83,3.3,-3.5,82.7,25360,67,542
"Orange County, CA",3086330,16,13,40,4,124,8.6,3.4,8.5,0,0,2861
"Hartford County, CT",897370,11,12,40,7,94,0.9,-1,25.2,153220,17,2341
"Morton County, KS",3160,14,10,40,18,88,0.1,7.8,40.1,0,0,1875
"Allen County, KY",20220,23,20,49,7,93,10.4,0.4,46.4,0,0,1678
"Hawaii County, HI",189380,9,19,46,10,75,1.7,-3,60.1,15830,8,1249
"Avoyelles Parish, LA",41600,29,22,55,11,75,-0.1,-0.3,84.3,25680,62,490
"Kiowa County, OK",9380,16,24,46,20,81,1.9,-6.3,85.3,4630,49,461
"Blackford County, IN",12580,14,16,49,10,81,1,-7.2,70.1,0,0,935
"Greene County, IN",32980,16,14,46,13,89,-9.9,-2,67.2,3230,10,1027
"Mississippi County, AR",45390,21,27,50,16,83,25,-4.5,79.8,14860,33,633
"Flagler County, FL",98840,10,16,58,8,101,7.6,6.9,27.8,7830,8,2259
"Gadsden County, FL",46870,23,27,55,10,77,1.6,-0.9,83.6,25250,54,513
"Hernando County, FL",173790,13,16,61,11,86,4.3,1.8,55.3,21200,12,1399
"Washington County, FL",24660,20,20,58,17,82,4.3,3.6,74.1,19430,79,812
"Tunica County, MS",10580,24,30,46,14,80,-15.5,-0.5,88.7,6490,61,354
"Roosevelt County, MT",10860,16,26,53,17,79,34,22,63.1,4230,39,1156
"Cherokee County, KS",21180,13,18,44,16,79,-0.8,-2.5,72.3,6800,32,867
"Worcester County, MD",51560,11,11,47,18,79,3.7,-0.7,51.5,12240,24,1519
"Dukes County, MA",16920,7,11,38,4,97,10.3,2.9,3.7,0,0,3013
"McPherson County, SD",2400,21,21,48,19,75,-0.6,0,84,0,0,502
"Marlboro County, SC",28290,28,32,60,14,64,-3.2,-8.6,99,24730,87,30
"Harper County, OK",3750,16,15,36,18,103,16.2,3,28.5,0,0,2237
"Tolland County, CT",152250,7,7,37,5,114,5.6,-3.5,7.4,450,0,2897
"Saline County, KS",55790,11,18,35,7,92,1.4,-3,33.2,0,0,2088
"Decatur County, TN",11680,20,22,52,12,83,-6.6,-18.4,92.3,10790,92,241
"Scurry County, TX",17110,23,13,45,16,97,17.9,3.3,39.2,10,0,1903
"Lincoln County, WA",10410,8,13,49,10,78,-7.1,-9.2,65.6,250,2,1077
"Goochland County, VA",21630,10,6,43,5,127,56.4,2.2,3,800,4,3034
"Nottoway County, VA",15760,24,21,55,14,55,7.3,-9.6,92,15760,100,252
"Cass County, TX",30350,16,21,51,16,69,-4.2,-1,86.8,18560,61,415
"Seneca County, OH",56100,10,17,44,10,92,-1.1,-3.6,52.3,0,0,1495
"Jefferson County, FL",14340,20,17,58,14,91,-10.9,-7.7,89.9,13260,93,317
"Columbia County, OR",49330,10,13,48,8,108,11.4,-4.9,29.4,0,0,2207
"Kitsap County, WA",253610,6,11,48,7,104,-1.1,-1,24,6290,3,2377
"Volusia County, FL",498980,12,18,53,11,88,3.4,1.6,50.4,90920,18,1553
"Walton County, FL",57820,15,18,48,10,94,13.1,11.4,33.2,26750,46,2091
"Wahkiakum County, WA",4020,7,22,62,5,74,-19.4,-2.3,70.4,520,13,926
"Valley County, MT",7520,8,13,40,26,105,5.6,2.7,23.4,0,0,2395
"Hardy County, WV",13960,20,15,46,13,88,-8.5,2.4,64.3,7700,55,1118
"Greene County, TN",68600,20,22,51,9,80,4.4,-2.5,70.7,33360,49,916
"Perquimans County, NC",13510,16,19,57,14,97,-0.1,-4.7,78.5,280,2,675
"Union County, NM",4410,20,14,56,17,80,-7.1,-11.7,91.1,3540,80,279
"Clark County, NV",2003610,16,16,43,12,100,4.9,3.5,35.4,512510,26,2021
"DeKalb County, AL",71070,27,20,50,17,87,-1.8,-3.3,88.1,42420,60,373
"Limestone County, AL",87170,17,14,47,7,114,10.5,3.6,20.8,430,1,2479
"Logan County, CO",22600,12,17,44,11,70,-0.6,-2.9,67.3,18830,83,1025
"Brevard County, FL",548890,10,14,51,11,103,-1.7,0.8,41.1,71120,13,1842
"Greenville County, SC",467090,14,16,42,9,111,3,1.5,28.6,110350,24,2234
"Decatur County, GA",27510,21,30,53,10,63,-4.8,-4,93.2,23260,85,215
"Mitchell County, GA",23180,27,30,57,5,63,-6.8,-6.4,92.9,14290,62,223
"Pulaski County, GA",11690,23,14,59,13,72,0.9,-13.1,89.5,11070,95,327
"Wilkinson County, MS",9480,27,28,58,9,81,-5.2,-7.3,93.4,9330,98,207
"Calhoun County, MS",14840,30,25,50,10,76,-2.6,-5.2,91.4,11140,75,270
"Claiborne County, MS",9400,22,36,67,15,61,-7.5,-7.5,99.5,9290,99,18
"Hampshire County, WV",23670,24,21,54,7,65,0.5,-0.3,77.6,16550,70,699
"Monroe County, TN",45000,22,19,55,11,83,12.5,1.6,61.5,1850,4,1205
"Mineral County, MT",4230,10,20,57,17,71,10.8,-0.9,69.7,3260,77,950
"Mercer County, WV",62160,18,22,54,11,86,0.5,-3.4,80.5,57370,92,612
"Gunnison County, CO",15500,6,18,32,12,86,-6.5,-0.3,41.8,0,0,1822
"Hinsdale County, CO",870,5,8,47,8,94,-1.3,-1.3,26.9,0,0,2288
"Somerset County, ME",51760,13,17,48,10,82,0.1,0.4,54.8,12480,24,1414
"Mono County, CA",14190,16,5,35,10,101,4.8,-1.1,21.4,0,0,2459
"Orleans County, VT",27160,14,17,45,7,76,5.9,-4.6,53.1,3690,14,1468
"Monroe County, WV",13520,19,17,52,15,92,2.4,-11.5,80.2,6380,47,620
"Lawrence County, TN",42080,21,19,49,11,84,6.5,-3.7,69.9,25990,62,942
"Greene County, MS",14310,26,17,66,13,95,-6.2,2.5,77,4030,28,720
"Harrison County, MS",193640,14,20,45,13,107,3.4,-2.2,55.2,47880,25,1402
"Nicholas County, WV",26090,16,19,54,8,93,0,-1.4,62.3,7440,29,1180
"Putnam County, WV",56360,10,10,44,8,135,5.8,1.8,9.7,0,0,2826
"King County, WA",2009000,8,12,36,5,121,5.2,1.6,4.6,35090,2,2984
"Island County, WA",78950,5,10,51,8,98,-3.1,-4.4,38.6,0,0,1920
"Orange County, TX",82740,13,15,45,11,93,1.1,-1.7,48.7,27670,33,1607
"Westmoreland County, VA",17520,21,13,49,11,75,-11.9,-5.3,82.1,3500,20,562
"Alleghany County, VA",16130,16,14,49,9,70,4.5,-4,64.1,520,3,1124
"Washington County, UT",144840,8,16,48,6,83,11.4,9.9,17.8,2890,2,2573
"Stutsman County, ND",21060,13,11,36,7,92,1.4,-0.4,22.9,40,0,2413
"Essex County, NJ",789620,16,17,43,11,76,-2.3,-1.9,69.7,350810,44,948
"Santa Fe County, NM",146360,12,17,42,8,118,1.2,-1.3,32.1,8650,6,2123
"Burke County, GA",23140,23,34,52,14,68,3.2,-1,87.6,19250,83,388
"Lincoln County, SD",48330,4,5,24,4,151,25.2,15.3,0,0,0,3128
"Sevier County, TN",92560,18,15,41,18,95,12.2,0.4,43.7,1230,1,1761
"Chambers County, AL",34090,23,24,52,14,76,4.8,-10.1,91.2,19810,58,277
"Fayette County, IA",20690,11,13,40,8,86,14.7,-4.8,29.5,160,1,2206
"Accomack County, VA",33170,21,21,46,13,61,-7,-8,93.3,14050,42,211
"Leon County, TX",16780,16,14,48,18,93,1.4,-0.3,58.4,3590,21,1301
"McLean County, IL",172390,5,15,35,8,108,2,0.8,12.2,0,0,2746
"Bear Lake County, ID",5940,7,13,45,9,95,-0.3,-7.9,42.6,0,0,1795
"Bulloch County, GA",71940,14,33,48,9,72,4.3,-0.3,66.2,480,1,1059
"Churchill County, NV",24350,12,17,51,12,89,-1.9,-10.5,74.9,24340,100,785
"Fairbanks North Star Borough, AK",99320,7,8,40,9,98,1.1,1.1,14.4,30,0,2679
"Muskogee County, OK",70520,15,22,50,13,87,-4,-3.4,82,21660,31,565
"Garfield County, OK",61660,14,13,41,11,101,2,4,29.9,1070,2,2194
"Jenkins County, GA",8790,27,30,54,17,59,13.4,-14.2,93.9,8410,96,193
"Taylor County, KY",25060,18,23,49,11,82,-4.7,1.5,75.8,22970,92,757
"Simpson County, MS",27430,21,24,51,14,92,1.8,1,72.9,12690,46,848
"Peoria County, IL",187200,10,17,42,9,90,2.7,-3.3,42.4,41550,22,1803
"Johnston County, NC",175340,16,16,41,9,107,7,-1.7,34,39030,22,2066
"Warren County, IA",47060,4,6,31,6,123,-2.8,-0.3,7,0,0,2910
"Lee County, TX",16620,17,15,43,12,100,49.8,7.4,27.3,520,3,2274
"Missoula County, MT",111010,5,16,37,5,101,0.4,0.1,14.7,0,0,2669
"Tulare County, CA",451110,32,27,47,6,70,3.9,0.1,69,129510,29,972
"Lee County, VA",25380,27,26,63,6,48,2,-1,82.4,19960,79,551
"San Francisco County, CA",829070,13,13,36,6,128,10.5,5.8,6.2,3080,0,2936
"Mesa County, CO",147510,10,16,43,4,82,-0.3,-4.6,44.1,2150,2,1750
"Madera County, CA",152450,31,23,54,6,74,3.8,-1.4,74.6,74210,49,796
"Suffolk County, NY",1500370,10,7,39,5,151,4.9,2,4.2,0,0,2996
"Koochiching County, MN",13140,11,16,46,7,69,-5.6,-4.9,65.8,80,1,1072
"Jones County, SD",810,7,9,30,8,77,-12.5,4,21.9,0,0,2443
"Bedford County, VA",75610,12,10,42,8,87,-6,-5.8,49,13920,18,1597
"Washington County, VT",59330,6,10,35,5,107,-3.2,-0.8,11.9,0,0,2755
"Culpeper County, VA",47910,16,10,40,7,101,5.9,4.5,13,0,0,2722
"Brewster County, TX",9270,13,13,40,14,73,-15.9,-12.3,77.3,880,10,710
"San Juan County, WA",15850,5,11,45,8,90,-1.2,-2.8,33.7,0,0,2073
"Plumas County, CA",19290,10,16,56,12,78,-0.7,-5.7,76,7660,40,751
"Effingham County, GA",53670,14,11,40,9,130,9.3,-3.4,21.2,0,0,2464
"Coahoma County, MS",25530,23,37,55,12,70,-5.5,-3.5,95.9,23690,93,129
"Lee County, IA",35550,9,16,43,11,82,1.3,-3.7,51.8,0,0,1508
"Iron County, WI",5930,8,15,51,5,79,-4.2,0.9,42,0,0,1816
"Randolph County, WV",29450,17,16,52,11,97,-1.9,-3.5,69.5,4340,15,954
"Hanover County, VA",100690,8,6,36,5,120,7.4,2.1,1.5,0,0,3082
"Washington County, OH",61470,11,17,49,10,89,1,-3.1,55.4,3610,6,1395
"Yakima County, WA",246400,29,23,44,6,73,0.3,-1.7,70.6,109130,44,922
"Pacific County, WA",20670,13,17,57,9,65,-7.6,-6.9,83.4,6240,30,521
"Blaine County, ID",21270,10,11,30,5,132,1,-4.6,14.1,0,0,2687
"Webb County, TX",259470,36,32,46,7,74,12.5,8.2,55.4,41690,16,1396
"Del Norte County, CA",28070,18,22,62,11,64,-6.4,-11.7,95.7,28070,100,136
"Nez Perce County, ID",39660,10,12,41,6,99,0.4,-2.8,24,2380,6,2378
"Lake of the Woods County, MN",3980,9,7,40,10,74,9.3,2.6,18.4,0,0,2554
"Concho County, TX",4090,34,13,69,22,101,5.9,-6.1,77.9,3890,95,692
"Cherokee County, AL",26040,21,21,51,10,80,11.5,5.9,54.3,7540,29,1432
"Conejos County, CO",8280,16,19,51,13,63,16.4,1,62.8,2170,26,1166
"Pope County, IL",4360,14,17,59,17,69,-22.7,-7,93.7,3880,89,198
"Decatur County, IA",8290,14,19,46,16,73,-10.2,-9.1,89.3,6350,77,337
"Carlisle County, KY",5030,18,19,47,13,90,20.7,17.6,43.8,0,0,1759
"Hancock County, KY",8650,13,16,46,9,116,9.5,-3.8,34.3,0,0,2056
"Frederick County, VA",80380,14,6,37,6,106,6.9,1,8.2,0,0,2873
"Desha County, AR",12600,22,31,52,11,69,-3,-4,93,10170,81,219
"Wise County, VA",40870,26,23,58,5,58,-2.8,-7.6,90.7,27670,68,292
"Madison Parish, LA",12010,26,39,57,11,53,2.4,1.9,86.6,11100,92,420
"Roseau County, MN",15550,9,10,32,8,86,-0.5,-1.9,25.3,0,0,2336
"Burnett County, WI",15390,9,16,51,4,77,1.8,-4.7,51.3,0,0,1524
"Vernon Parish, LA",52840,13,13,56,15,104,0.8,2,50,3670,7,1564
"De Soto Parish, LA",26970,21,25,50,16,92,18.8,4.8,58.3,12050,45,1306
"Charles County, MD",150960,8,8,36,6,124,3.2,-1.7,7.7,0,0,2888
"Harding County, SD",1260,7,17,36,14,95,23.5,23.5,15.3,0,0,2650
"Umatilla County, OR",76650,17,17,46,6,93,1.4,-1.2,45.3,7610,10,1714
"Washington County, MS",50040,24,38,55,14,73,-4.3,-5.3,97.8,42030,84,71
"Graham County, AZ",37310,15,22,57,13,94,-19.8,-6.3,87.6,6370,17,390
"Jackson County, OK",26280,17,16,45,14,91,9.9,-1.7,51.4,670,3,1522
"Summit County, CO",28480,5,14,26,10,109,-10.4,2.1,20.6,0,0,2483
"Essex County, NY",39070,12,11,47,8,86,6.7,-1.2,32,1870,5,2126
"Grant County, WI",51270,9,17,38,6,90,1.9,-1.9,29.4,1030,2,2208
"East Carroll Parish, LA",7600,32,47,64,9,55,-8.3,0.8,91.7,6660,88,261
"Jackson County, OR",206580,11,18,49,7,87,3.7,1.3,37,5520,3,1971
"Adams County, ND",2340,5,9,35,16,87,6.2,9.4,15.1,0,0,2657
"Butte County, SD",10260,13,11,38,7,83,11.3,6.5,13.5,0,0,2707
"Johnson County, TN",18090,26,23,59,14,71,18.5,4.7,75.6,4040,22,765
"Sullivan County, TN",156850,15,18,49,8,89,3.5,-1.8,53.3,44320,28,1462
"Orange County, VT",28930,8,14,36,6,98,2.1,-1.7,17.3,0,0,2585
"Clallam County, WA",72020,8,15,55,8,78,-2.6,-4.2,62.2,7750,11,1183
"Benton County, WA",182050,11,14,41,5,101,5.4,2.7,12.3,0,0,2745
"Hooker County, NE",690,6,16,40,21,73,6.7,6.7,38.3,0,0,1932
"Rogers County, OK",88440,9,9,40,7,125,10.6,3.6,3.4,290,0,3021
"Powhatan County, VA",28190,12,5,43,6,116,13,0.8,6.7,0,0,2919
"Richmond city, VA",211060,18,26,42,13,64,10.5,-1.2,69.2,54960,26,964
"Grant County, WA",91460,24,19,44,7,78,6.5,2.8,48.9,2340,3,1601
"Lewis County, WA",75380,13,17,52,8,71,0.2,-1.5,65.5,33580,45,1081
"Nacogdoches County, TX",65320,18,24,47,10,74,1.5,3.6,67.3,15200,23,1023
"Seneca County, NY",35230,15,13,47,7,83,10.2,0.1,32.3,60,0,2119
"Van Wert County, OH",28610,9,13,43,9,95,4.3,-2,29.5,360,1,2205
"Carroll County, GA",111870,20,20,46,10,91,5.3,0.4,52.6,7310,7,1483
"Osceola County, FL",289450,16,18,44,9,94,10.3,5.6,30.6,850,0,2172
"Gloucester County, VA",36940,10,9,42,6,94,-4.4,-2.7,29.7,1170,3,2200
"Clarke County, GA",119680,15,36,48,15,68,4.8,0.5,77.4,69770,58,708
"Halifax County, VA",35700,21,20,51,15,54,-0.3,-5.5,93,31070,87,220
"Clay County, GA",3110,20,46,64,12,43,-15.9,-15.9,98.9,2530,81,35
"San Juan County, CO",650,6,17,38,15,63,13.4,1.5,36.8,0,0,1978
"San Jacinto County, TX",26830,19,20,53,13,89,-1.2,8.3,69.1,8290,31,969
"Sacramento County, CA",1450280,14,18,45,7,90,6,1.6,32.9,121130,8,2099
"Tuscaloosa County, AL",198670,13,18,46,10,107,4.5,-0.1,40,45990,23,1878
"Washington County, PA",208160,9,11,42,10,104,4.3,0.2,18.1,7850,4,2560
"Kershaw County, SC",62340,16,18,48,10,96,12.3,-5.2,51,28160,45,1533
"Riley County, KS",74480,5,22,45,8,86,-5.6,1.6,44.3,1990,3,1742
"Bingham County, ID",45560,16,14,41,7,102,0.6,0.4,29.8,0,0,2197
"Burt County, NE",6690,10,9,42,11,90,25.8,-2,23.2,730,11,2402
"Adams County, WI",20600,14,13,57,10,86,-2.2,-0.3,59.8,10070,49,1259
"Pima County, AZ",993140,13,19,48,10,93,1.4,-1.8,53.3,309830,31,1461
"Piscataquis County, ME",17270,11,20,52,4,76,-3,0.9,55.4,1430,8,1397
"Scott County, KS",4970,16,6,35,3,91,1.4,-1,20.2,0,0,2498
"Cape May County, NJ",96290,11,11,47,8,80,1.1,-1.3,40.6,0,0,1859
"Victoria County, TX",88960,19,18,40,8,96,12.4,5.2,24.8,820,1,2353
"Limestone County, TX",23530,21,22,49,14,75,5.7,-2.4,81.1,13480,57,591
"Raleigh County, WV",78830,17,17,54,11,99,4.1,-4.2,63.1,11390,14,1155
"Denton County, TX",708630,8,9,31,6,142,17.3,10.3,0.6,0,0,3111
"Plymouth County, IA",24900,8,8,32,6,109,5,0,4.5,0,0,2988
"Columbia County, GA",132360,9,10,42,10,139,0.2,-1.9,22.6,8190,6,2422
"Sedgwick County, CO",2370,12,16,46,21,74,24.4,-1.4,56,0,0,1377
"Poweshiek County, IA",18770,8,11,37,9,98,4.4,-1.4,15.8,0,0,2635
"Mills County, IA",14950,6,7,39,11,124,-1.6,1.4,14.4,0,0,2678
"Dodge County, GA",21370,20,20,54,15,71,-0.4,-1.5,88.3,17390,81,366
"Mason County, WV",27210,17,18,58,13,92,-5,-6.8,85.9,5330,20,443
"Graham County, NC",8740,20,21,56,10,80,-12.7,-4,88.9,8120,93,347
"Wilcox County, AL",11370,21,41,69,19,54,-9.5,-9.1,99.8,9780,86,8
"Monroe County, AL",22510,21,29,59,14,70,-2.7,-2.2,95,20920,93,159
"Fayette County, PA",135380,14,19,52,11,73,-2.7,-2.3,79.7,69820,52,635
"Carter County, MT",1210,8,11,42,19,95,13.4,0,24.4,0,0,2366
"Sheridan County, KS",2540,10,9,36,8,94,12.5,-7.9,18.9,0,0,2538
"Washington County, KS",5720,10,11,36,14,82,-8.2,-2.3,50.2,0,0,1560
"Douglas County, WI",43900,7,16,40,6,85,-4.1,-4.3,39.5,0,0,1893
"Caldwell Parish, LA",10010,27,20,50,13,82,-17.3,-3.7,90.9,5950,60,287
"Sonoma County, CA",491790,13,12,41,5,104,6.3,1.4,13.4,1220,0,2709
"Chesterfield County, VA",324340,10,7,37,7,112,6.7,1.8,4.7,13620,4,2982
"Page County, VA",23910,25,17,48,9,67,-8.4,-2.6,83.7,21760,91,512
"Rusk County, TX",54160,19,17,49,10,89,13.6,2.8,44,20070,37,1753
"Cumberland County, TN",57060,17,16,58,10,86,8,2,51.5,5540,10,1518
"Roanoke County, VA",93190,9,8,40,5,94,-4.9,-4.1,26.6,0,0,2297
"Ochiltree County, TX",10550,26,15,35,6,97,24.6,4.5,16.6,0,0,2609
"Sioux County, IA",34260,11,9,29,5,112,5.7,2.4,3.9,0,0,3008
"Coleman County, TX",8660,19,21,49,20,66,-8.5,1.9,87.3,5840,67,399
"Montrose County, CO",40890,13,17,46,7,76,4.6,-2.4,50.7,790,2,1544
"Sabine County, TX",10550,16,25,66,19,65,-1.6,10.3,86.7,10300,98,417
"Polk County, FL",617320,17,19,51,11,91,4.9,-0.2,57,246840,40,1347
"Early County, GA",10660,20,27,54,11,71,2.4,-6.6,90.7,9340,88,291
"Pulaski County, VA",34630,17,14,46,9,70,5,-7.3,63.3,15780,46,1149
"Pleasants County, WV",7600,11,17,55,13,105,-0.2,-8.2,68.4,0,0,990
"Washington County, AL",17140,18,16,57,18,103,62.8,-3.6,61.5,3940,23,1207
"Shenandoah County, VA",42550,16,13,43,8,74,-1.3,-5.4,61.2,600,1,1216
"Grenada County, MS",21660,22,23,53,23,84,5.9,-3.4,85.1,20570,95,467
"East Feliciana Parish, LA",19960,19,18,55,10,103,-10.7,-6.8,78.6,7820,39,672
"Hidalgo County, TX",806450,38,35,48,7,67,6.9,5.7,64.2,377770,47,1120
"Clayton County, IA",17900,8,12,37,7,91,-4.1,1.1,20.3,0,0,2494
"Wabasha County, MN",21490,7,8,35,6,92,1.8,-1.5,12.2,0,0,2748
"Iberia Parish, LA",73740,23,20,44,10,100,4.8,-1.4,55.1,8700,12,1406
"Unicoi County, TN",18180,23,21,55,10,77,-0.2,-3.1,85.4,12180,67,457
"Stanly County, NC",60550,18,17,48,10,90,3.3,-2.6,60,32600,54,1253
"Tazewell County, VA",44330,22,20,54,10,56,-3.2,-3.9,90.5,39390,89,297
"Lafayette County, AR",7390,22,26,58,20,76,-3.1,0,93,6400,87,221
"Weld County, CO",265070,14,14,37,5,98,11.1,4.1,9.2,50470,19,2841
"Throckmorton County, TX",1580,15,10,46,23,78,9.8,0,48.5,0,0,1612
"Summit County, OH",541460,9,15,42,10,103,4.9,-1.6,27,151270,28,2284
"Tom Green County, TX",113520,17,16,44,8,86,9,5.7,30.9,32850,29,2160
"Hardin County, IL",4230,18,25,58,12,67,4.2,-13.3,92.1,3900,92,249
"Lumpkin County, GA",30720,14,20,45,8,87,-1.7,1.6,51.9,0,0,1506
"Hart County, GA",25410,19,25,52,13,75,14,-1.3,74.8,23520,93,789
"Travis County, TX",1092810,13,18,33,6,113,9.4,9.3,8.4,33540,3,2867
"Clark County, MO",7000,15,16,41,14,91,-1.3,-4.1,63.5,590,9,1142
"Schuyler County, MO",4390,15,25,46,14,76,-5.3,-3.6,86.4,2610,59,428
"Daniels County, MT",1810,6,7,35,15,104,-4.1,-4.1,32.7,0,0,2105
"Prairie County, MT",1280,13,19,52,17,87,-12.3,14.7,69.8,0,0,946
"Wood County, WV",86600,11,17,47,10,102,2.1,-3.2,45.8,33270,38,1697
"Lewis County, WV",16410,15,20,52,12,91,9.5,-7.8,68.7,9800,60,980
"Bradford County, FL",27550,24,19,60,15,86,-7.1,-9.9,95.5,16450,60,143
"Southampton County, VA",18360,21,15,44,10,77,-44.3,-4.2,78.4,9730,53,678
"Bates County, MO",16780,16,20,45,12,83,-6.6,-3.1,78.3,10240,61,680
"Iberville Parish, LA",33380,23,20,52,9,102,5.5,-0.8,54.7,860,3,1419
"Carroll County, IL",15030,11,13,44,9,87,-5.8,-4.1,52.2,4260,28,1496
"Dubuque County, IA",95170,8,12,34,4,101,5,1.2,5.4,0,0,2959
"Winnebago County, IA",10650,7,10,39,9,93,1.1,2.8,16.2,0,0,2621
"Franklin County, FL",11640,22,23,57,13,80,6.5,-3.2,83.9,8000,69,506
"Martin County, FL",149660,11,12,53,7,110,5.8,3.2,19.1,10710,7,2531
"Archuleta County, CO",12130,8,11,46,12,81,12.6,0.2,29.2,0,0,2214
"Brooks County, GA",15770,23,28,53,10,64,-0.5,0,85.3,11720,74,462
"Glynn County, GA",80940,13,20,44,11,92,-0.8,-2.5,61.2,22340,28,1213
"Calhoun County, AR",5270,18,17,47,18,85,-17.6,-15.4,88.8,4330,82,353
